Month,Day,Time,CloudAmount,NightLength
4,11,18:00,1,35216
4,11,19:00,0,35216
4,11,20:00,0,35216
4,11,21:00,0,35216
4,11,22:00,0,35216
4,11,23:00,0,35216
4,12,0:00,0,34888
4,12,1:00,0,34888
4,12,2:00,0,34888
4,12,3:00,0,34888
4,12,4:00,5,34888
4,12,5:00,3,34888
4,12,6:00,1,34888
4,12,7:00,0,34888
4,12,8:00,7,34888
4,12,9:00,7,34888
4,12,10:00,7,34888
4,12,11:00,1,34888
4,12,12:00,0,34888
4,12,13:00,1,34888
4,12,14:00,1,34888
4,12,15:00,1,34888
4,12,16:00,3,34888
4,12,17:00,0,34888
4,12,18:00,0,34888
4,12,19:00,1,34888
4,12,20:00,1,34888
4,12,21:00,0,34888
4,12,22:00,0,34888
4,12,23:00,0,34888
4,13,0:00,0,34560
4,13,1:00,0,34560
4,13,2:00,0,34560
4,13,3:00,0,34560
4,13,4:00,0,34560
4,13,5:00,0,34560
4,13,6:00,0,34560
4,13,7:00,0,34560
4,13,8:00,1,34560
4,13,9:00,1,34560
4,13,10:00,5,34560
4,13,11:00,0,34560
4,13,12:00,0,34560
4,13,13:00,0,34560
4,13,14:00,0,34560
4,13,15:00,0,34560
4,13,16:00,0,34560
4,13,17:00,0,34560
4,13,18:00,7,34560
4,13,19:00,5,34560
4,13,20:00,7,34560
4,13,21:00,5,34560
4,13,22:00,1,34560
4,13,23:00,8,34560
4,14,0:00,8,34233
4,14,1:00,7,34233
4,14,2:00,7,34233
4,14,3:00,7,34233
4,14,4:00,7,34233
4,14,5:00,7,34233
4,14,6:00,7,34233
4,14,7:00,7,34233
4,14,8:00,7,34233
4,14,9:00,7,34233
4,14,10:00,7,34233
4,14,11:00,7,34233
4,14,12:00,7,34233
4,14,13:00,7,34233
4,14,14:00,7,34233
4,14,15:00,7,34233
4,14,16:00,7,34233
4,14,17:00,7,34233
4,14,18:00,7,34233
4,14,19:00,7,34233
4,14,20:00,7,34233
4,14,21:00,7,34233
4,14,22:00,7,34233
4,14,23:00,7,34233
4,15,0:00,7,33905
4,15,1:00,7,33905
4,15,2:00,7,33905
4,15,3:00,3,33905
4,15,4:00,3,33905
4,15,5:00,0,33905
4,15,6:00,1,33905
4,15,7:00,5,33905
4,15,8:00,5,33905
4,15,9:00,5,33905
4,15,10:00,7,33905
4,15,11:00,7,33905
4,15,12:00,3,33905
4,15,13:00,1,33905
4,15,14:00,1,33905
4,15,15:00,1,33905
4,15,16:00,1,33905
4,15,17:00,1,33905
4,15,18:00,0,33905
4,15,19:00,0,33905
4,15,20:00,0,33905
4,15,21:00,0,33905
4,15,22:00,0,33905
4,15,23:00,0,33905
4,16,0:00,0,33578
4,16,1:00,0,33578
4,16,2:00,0,33578
4,16,3:00,0,33578
4,16,4:00,0,33578
4,16,5:00,0,33578
4,16,6:00,0,33578
4,16,7:00,0,33578
4,16,8:00,0,33578
4,16,9:00,0,33578
4,16,10:00,3,33578
4,16,11:00,1,33578
4,16,12:00,5,33578
4,16,13:00,7,33578
4,16,14:00,1,33578
4,16,15:00,1,33578
4,16,16:00,1,33578
4,16,17:00,1,33578
4,16,18:00,0,33578
4,16,19:00,0,33578
4,16,20:00,0,33578
4,16,21:00,5,33578
4,16,22:00,7,33578
4,16,23:00,7,33578
4,17,0:00,7,33252
4,17,1:00,0,33252
4,17,2:00,0,33252
4,17,3:00,0,33252
4,17,4:00,0,33252
4,17,5:00,0,33252
4,17,6:00,0,33252
4,17,7:00,0,33252
4,17,8:00,1,33252
4,17,9:00,0,33252
4,17,10:00,0,33252
4,17,11:00,0,33252
4,17,12:00,0,33252
4,17,13:00,0,33252
4,17,14:00,0,33252
4,17,15:00,1,33252
4,17,16:00,0,33252
4,17,17:00,1,33252
4,17,18:00,0,33252
4,17,19:00,0,33252
4,17,20:00,0,33252
4,17,21:00,0,33252
4,17,22:00,0,33252
4,17,23:00,0,33252
4,18,0:00,3,32926
4,18,1:00,5,32926
4,18,2:00,7,32926
4,18,3:00,3,32926
4,18,4:00,0,32926
4,18,5:00,0,32926
4,18,6:00,0,32926
4,18,7:00,1,32926
4,18,8:00,1,32926
4,18,9:00,3,32926
4,18,10:00,3,32926
4,18,11:00,7,32926
4,18,12:00,7,32926
4,18,13:00,3,32926
4,18,14:00,1,32926
4,18,15:00,1,32926
4,18,16:00,1,32926
4,18,17:00,1,32926
4,18,18:00,7,32926
4,18,19:00,0,32926
4,18,20:00,3,32926
4,18,21:00,0,32926
4,18,22:00,0,32926
4,18,23:00,0,32926
4,19,0:00,0,32600
4,19,1:00,0,32600
4,19,2:00,0,32600
4,19,3:00,0,32600
4,19,4:00,0,32600
4,19,5:00,0,32600
4,19,6:00,0,32600
4,19,7:00,0,32600
4,19,8:00,0,32600
4,19,9:00,0,32600
4,19,10:00,0,32600
4,19,11:00,0,32600
4,19,12:00,0,32600
4,19,13:00,0,32600
4,19,14:00,0,32600
4,19,15:00,0,32600
4,19,16:00,0,32600
4,19,17:00,0,32600
4,19,18:00,0,32600
4,19,19:00,0,32600
4,19,20:00,0,32600
4,19,21:00,0,32600
4,19,22:00,0,32600
4,19,23:00,0,32600
4,20,0:00,0,32275
4,20,1:00,0,32275
4,20,2:00,0,32275
4,20,3:00,0,32275
4,20,4:00,0,32275
4,20,5:00,0,32275
4,20,6:00,0,32275
4,20,7:00,0,32275
4,20,8:00,0,32275
4,20,9:00,0,32275
4,20,10:00,0,32275
4,20,11:00,0,32275
4,20,12:00,0,32275
4,20,13:00,0,32275
4,20,14:00,0,32275
4,20,15:00,0,32275
4,20,16:00,0,32275
4,20,17:00,0,32275
4,20,18:00,0,32275
4,20,19:00,0,32275
4,20,20:00,0,32275
4,20,21:00,0,32275
4,20,22:00,0,32275
4,20,23:00,0,32275
4,21,0:00,0,31951
4,21,1:00,0,31951
4,21,2:00,0,31951
4,21,3:00,0,31951
4,21,4:00,0,31951
4,21,5:00,0,31951
4,21,6:00,0,31951
4,21,7:00,0,31951
4,21,8:00,0,31951
4,21,9:00,0,31951
4,21,10:00,0,31951
4,21,11:00,0,31951
4,21,12:00,0,31951
4,21,13:00,0,31951
4,21,14:00,0,31951
4,21,15:00,0,31951
4,21,16:00,0,31951
4,21,17:00,0,31951
4,21,18:00,0,31951
4,21,19:00,0,31951
4,21,20:00,0,31951
4,21,21:00,0,31951
4,21,22:00,0,31951
4,21,23:00,0,31951
4,22,0:00,0,31627
4,22,1:00,0,31627
4,22,2:00,0,31627
4,22,3:00,0,31627
4,22,4:00,0,31627
4,22,5:00,0,31627
4,22,6:00,0,31627
4,22,7:00,0,31627
4,22,8:00,0,31627
4,22,9:00,0,31627
4,22,10:00,0,31627
4,22,11:00,0,31627
4,22,12:00,0,31627
4,22,13:00,0,31627
4,22,14:00,0,31627
4,22,15:00,0,31627
4,22,16:00,0,31627
4,22,17:00,0,31627
4,22,18:00,0,31627
4,22,19:00,0,31627
4,22,20:00,0,31627
4,22,21:00,0,31627
4,22,22:00,0,31627
4,22,23:00,0,31627
4,23,0:00,1,31303
4,23,1:00,0,31303
4,23,2:00,1,31303
4,23,3:00,0,31303
4,23,4:00,5,31303
4,23,5:00,5,31303
4,23,6:00,1,31303
4,23,7:00,7,31303
4,23,8:00,5,31303
4,23,9:00,1,31303
4,23,10:00,0,31303
4,23,11:00,1,31303
4,23,12:00,7,31303
4,23,13:00,7,31303
4,23,14:00,5,31303
4,23,15:00,0,31303
4,23,16:00,7,31303
4,23,17:00,5,31303
4,23,18:00,0,31303
4,23,19:00,0,31303
4,23,20:00,0,31303
4,23,21:00,0,31303
4,23,22:00,0,31303
4,23,23:00,0,31303
4,24,0:00,0,30981
4,24,1:00,0,30981
4,24,2:00,0,30981
4,24,3:00,0,30981
4,24,4:00,0,30981
4,24,5:00,0,30981
4,24,6:00,0,30981
4,24,7:00,0,30981
4,24,8:00,0,30981
4,24,9:00,0,30981
4,24,10:00,1,30981
4,24,11:00,3,30981
4,24,12:00,3,30981
4,24,13:00,7,30981
4,24,14:00,7,30981
4,24,15:00,5,30981
4,24,16:00,7,30981
4,24,17:00,5,30981
4,24,18:00,1,30981
4,24,19:00,1,30981
4,24,20:00,0,30981
4,24,21:00,7,30981
4,24,22:00,7,30981
4,24,23:00,7,30981
4,25,0:00,7,30659
4,25,1:00,7,30659
4,25,2:00,7,30659
4,25,3:00,1,30659
4,25,4:00,5,30659
4,25,5:00,1,30659
4,25,6:00,1,30659
4,25,7:00,3,30659
4,25,8:00,7,30659
4,25,9:00,7,30659
4,25,10:00,7,30659
4,25,11:00,7,30659
4,25,12:00,5,30659
4,25,13:00,3,30659
4,25,14:00,3,30659
4,25,15:00,0,30659
4,25,16:00,0,30659
4,25,17:00,0,30659
4,25,18:00,0,30659
4,25,19:00,1,30659
4,25,20:00,0,30659
4,25,21:00,0,30659
4,25,22:00,1,30659
4,25,23:00,0,30659
4,26,0:00,1,30338
4,26,1:00,0,30338
4,26,2:00,0,30338
4,26,3:00,0,30338
4,26,4:00,1,30338
4,26,5:00,0,30338
4,26,6:00,0,30338
4,26,7:00,1,30338
4,26,8:00,1,30338
4,26,9:00,1,30338
4,26,10:00,0,30338
4,26,11:00,3,30338
4,26,12:00,1,30338
4,26,13:00,1,30338
4,26,14:00,1,30338
4,26,15:00,3,30338
4,26,16:00,5,30338
4,26,17:00,5,30338
4,26,18:00,1,30338
4,26,19:00,1,30338
4,26,20:00,7,30338
4,26,21:00,1,30338
4,26,22:00,0,30338
4,26,23:00,0,30338
4,27,0:00,1,30017
4,27,1:00,0,30017
4,27,2:00,0,30017
4,27,3:00,0,30017
4,27,4:00,0,30017
4,27,5:00,0,30017
4,27,6:00,0,30017
4,27,7:00,0,30017
4,27,8:00,1,30017
4,27,9:00,5,30017
4,27,10:00,5,30017
4,27,11:00,5,30017
4,27,12:00,3,30017
4,27,13:00,7,30017
4,27,14:00,7,30017
4,27,15:00,3,30017
4,27,16:00,5,30017
4,27,17:00,3,30017
4,27,18:00,5,30017
4,27,19:00,3,30017
4,27,20:00,3,30017
4,27,21:00,0,30017
4,27,22:00,1,30017
4,27,23:00,3,30017
4,28,0:00,0,29698
4,28,1:00,0,29698
4,28,2:00,0,29698
4,28,3:00,0,29698
4,28,4:00,0,29698
4,28,5:00,0,29698
4,28,6:00,0,29698
4,28,7:00,0,29698
4,28,8:00,1,29698
4,28,9:00,3,29698
4,28,10:00,1,29698
4,28,11:00,3,29698
4,28,12:00,3,29698
4,28,13:00,7,29698
4,28,14:00,7,29698
4,28,15:00,7,29698
4,28,16:00,7,29698
4,28,17:00,5,29698
4,28,18:00,5,29698
4,28,19:00,1,29698
4,28,20:00,3,29698
4,28,21:00,3,29698
4,28,22:00,7,29698
4,28,23:00,0,29698
4,29,0:00,1,29380
4,29,1:00,0,29380
4,29,2:00,0,29380
4,29,3:00,0,29380
4,29,4:00,0,29380
4,29,5:00,0,29380
4,29,6:00,0,29380
4,29,7:00,0,29380
4,29,8:00,1,29380
4,29,9:00,1,29380
4,29,10:00,5,29380
4,29,11:00,1,29380
4,29,12:00,3,29380
4,29,13:00,7,29380
4,29,14:00,7,29380
4,29,15:00,7,29380
4,29,16:00,7,29380
4,29,17:00,7,29380
4,29,18:00,1,29380
4,29,19:00,7,29380
4,29,20:00,3,29380
4,29,21:00,0,29380
4,29,22:00,0,29380
4,29,23:00,0,29380
4,30,0:00,0,29063
4,30,1:00,0,29063
4,30,2:00,0,29063
4,30,3:00,0,29063
4,30,4:00,0,29063
4,30,5:00,0,29063
4,30,6:00,0,29063
4,30,7:00,0,29063
4,30,8:00,1,29063
4,30,9:00,5,29063
4,30,10:00,5,29063
4,30,11:00,7,29063
4,30,12:00,7,29063
4,30,13:00,5,29063
4,30,14:00,7,29063
4,30,15:00,5,29063
4,30,16:00,7,29063
4,30,17:00,7,29063
4,30,18:00,7,29063
4,30,19:00,8,29063
4,30,20:00,7,29063
4,30,21:00,8,29063
4,30,22:00,1,29063
4,30,23:00,7,29063
7,1,0:00,0,18806
7,1,1:00,0,18806
7,1,2:00,1,18806
7,1,3:00,0,18806
7,1,4:00,0,18806
7,1,5:00,0,18806
7,1,6:00,0,18806
7,1,7:00,0,18806
7,1,8:00,1,18806
7,1,9:00,1,18806
7,1,10:00,1,18806
7,1,11:00,1,18806
7,1,12:00,1,18806
7,1,13:00,3,18806
7,1,14:00,1,18806
7,1,15:00,3,18806
7,1,16:00,5,18806
7,1,17:00,7,18806
7,1,18:00,5,18806
7,1,19:00,1,18806
7,1,20:00,5,18806
7,1,21:00,7,18806
7,1,22:00,7,18806
7,1,23:00,7,18806
7,2,0:00,7,18919
7,2,1:00,7,18919
7,2,2:00,7,18919
7,2,3:00,5,18919
7,2,4:00,7,18919
7,2,5:00,1,18919
7,2,6:00,1,18919
7,2,7:00,1,18919
7,2,8:00,1,18919
7,2,9:00,0,18919
7,2,10:00,0,18919
7,2,11:00,1,18919
7,2,12:00,0,18919
7,2,13:00,1,18919
7,2,14:00,1,18919
7,2,15:00,1,18919
7,2,16:00,7,18919
7,2,17:00,5,18919
7,2,18:00,5,18919
7,2,19:00,7,18919
7,2,20:00,1,18919
7,2,21:00,5,18919
7,2,22:00,3,18919
7,2,23:00,3,18919
7,3,0:00,7,19042
7,3,1:00,7,19042
7,3,2:00,7,19042
7,3,3:00,5,19042
7,3,4:00,1,19042
7,3,5:00,0,19042
7,3,6:00,0,19042
7,3,7:00,0,19042
7,3,8:00,0,19042
7,3,9:00,0,19042
7,3,10:00,0,19042
7,3,11:00,0,19042
7,3,12:00,0,19042
7,3,13:00,0,19042
7,3,14:00,0,19042
7,3,15:00,0,19042
7,3,16:00,0,19042
7,3,17:00,0,19042
7,3,18:00,0,19042
7,3,19:00,0,19042
7,3,20:00,0,19042
7,3,21:00,0,19042
7,3,22:00,0,19042
7,3,23:00,0,19042
7,4,0:00,0,19175
7,4,1:00,0,19175
7,4,2:00,0,19175
7,4,3:00,0,19175
7,4,4:00,0,19175
7,4,5:00,0,19175
7,4,6:00,0,19175
7,4,7:00,0,19175
7,4,8:00,0,19175
7,4,9:00,0,19175
7,4,10:00,0,19175
7,4,11:00,0,19175
7,4,12:00,0,19175
7,4,13:00,0,19175
7,4,14:00,0,19175
7,4,15:00,1,19175
7,4,16:00,1,19175
7,4,17:00,0,19175
7,4,18:00,1,19175
7,4,19:00,1,19175
7,4,20:00,1,19175
7,4,21:00,1,19175
7,4,22:00,0,19175
7,4,23:00,1,19175
7,5,0:00,0,19317
7,5,1:00,0,19317
7,5,2:00,0,19317
7,5,3:00,0,19317
7,5,4:00,1,19317
7,5,5:00,0,19317
7,5,6:00,1,19317
7,5,7:00,0,19317
7,5,8:00,1,19317
7,5,9:00,1,19317
7,5,10:00,1,19317
7,5,11:00,0,19317
7,5,12:00,0,19317
7,5,13:00,0,19317
7,5,14:00,0,19317
7,5,15:00,1,19317
7,5,16:00,1,19317
7,5,17:00,0,19317
7,5,18:00,0,19317
7,5,19:00,0,19317
7,5,20:00,0,19317
7,5,21:00,0,19317
7,5,22:00,0,19317
7,5,23:00,0,19317
7,6,0:00,0,19468
7,6,1:00,1,19468
7,6,2:00,1,19468
7,6,3:00,7,19468
7,6,4:00,1,19468
7,6,5:00,7,19468
7,6,6:00,0,19468
7,6,7:00,1,19468
7,6,8:00,0,19468
7,6,9:00,0,19468
7,6,10:00,0,19468
7,6,11:00,7,19468
7,6,12:00,5,19468
7,6,13:00,7,19468
7,6,14:00,7,19468
7,6,15:00,5,19468
7,6,16:00,1,19468
7,6,17:00,0,19468
7,6,18:00,0,19468
7,6,19:00,0,19468
7,6,20:00,0,19468
7,6,21:00,0,19468
7,6,22:00,0,19468
7,6,23:00,0,19468
7,7,0:00,0,19627
7,7,1:00,0,19627
7,7,2:00,1,19627
7,7,3:00,0,19627
7,7,4:00,0,19627
7,7,5:00,0,19627
7,7,6:00,1,19627
7,7,7:00,5,19627
7,7,8:00,1,19627
7,7,9:00,1,19627
7,7,10:00,0,19627
7,7,11:00,0,19627
7,7,12:00,0,19627
7,7,13:00,0,19627
7,7,14:00,1,19627
7,7,15:00,1,19627
7,7,16:00,3,19627
7,7,17:00,7,19627
7,7,18:00,7,19627
7,7,19:00,7,19627
7,7,20:00,3,19627
7,7,21:00,0,19627
7,7,22:00,0,19627
7,7,23:00,0,19627
7,8,0:00,0,19796
7,8,1:00,0,19796
7,8,2:00,0,19796
7,8,3:00,0,19796
7,8,4:00,0,19796
7,8,5:00,0,19796
7,8,6:00,1,19796
7,8,7:00,0,19796
7,8,8:00,0,19796
7,8,9:00,0,19796
7,8,10:00,0,19796
7,8,11:00,0,19796
7,8,12:00,5,19796
7,8,13:00,7,19796
7,8,14:00,7,19796
7,8,15:00,7,19796
7,8,16:00,7,19796
7,8,17:00,8,19796
7,8,18:00,7,19796
7,8,19:00,7,19796
7,8,20:00,7,19796
7,8,21:00,7,19796
7,8,22:00,7,19796
7,8,23:00,7,19796
7,9,0:00,7,19972
7,9,1:00,7,19972
7,9,2:00,7,19972
7,9,3:00,7,19972
7,9,4:00,7,19972
7,9,5:00,7,19972
7,9,6:00,7,19972
7,9,7:00,3,19972
7,9,8:00,7,19972
7,9,9:00,7,19972
7,9,10:00,5,19972
7,9,11:00,7,19972
7,9,12:00,5,19972
7,9,13:00,7,19972
7,9,14:00,0,19972
7,9,15:00,1,19972
7,9,16:00,3,19972
7,9,17:00,7,19972
7,9,18:00,7,19972
7,9,19:00,5,19972
7,9,20:00,7,19972
7,9,21:00,7,19972
7,9,22:00,5,19972
7,9,23:00,5,19972
7,10,0:00,7,20156
7,10,1:00,7,20156
7,10,2:00,7,20156
7,10,3:00,7,20156
7,10,4:00,7,20156
7,10,5:00,7,20156
7,10,6:00,1,20156
7,10,7:00,0,20156
7,10,8:00,0,20156
7,10,9:00,0,20156
7,10,10:00,0,20156
7,10,11:00,0,20156
7,10,12:00,0,20156
7,10,13:00,3,20156
7,10,14:00,1,20156
7,10,15:00,1,20156
7,10,16:00,0,20156
7,10,17:00,0,20156
7,10,18:00,1,20156
7,10,19:00,1,20156
7,10,20:00,0,20156
7,10,21:00,1,20156
7,10,22:00,1,20156
7,10,23:00,3,20156
7,11,0:00,0,20348
7,11,1:00,0,20348
7,11,2:00,7,20348
7,11,3:00,7,20348
7,11,4:00,5,20348
7,11,5:00,1,20348
7,11,6:00,7,20348
7,11,7:00,5,20348
7,11,8:00,0,20348
7,11,9:00,1,20348
7,11,10:00,3,20348
7,11,11:00,5,20348
7,11,12:00,1,20348
7,11,13:00,7,20348
7,11,14:00,0,20348
7,11,15:00,1,20348
7,11,16:00,1,20348
7,11,17:00,0,20348
7,11,18:00,0,20348
7,11,19:00,0,20348
7,11,20:00,0,20348
7,11,21:00,0,20348
7,11,22:00,1,20348
7,11,23:00,1,20348
7,12,0:00,1,20546
7,12,1:00,7,20546
7,12,2:00,1,20546
7,12,3:00,3,20546
7,12,4:00,3,20546
7,12,5:00,7,20546
7,12,6:00,7,20546
7,12,7:00,5,20546
7,12,8:00,7,20546
7,12,9:00,5,20546
7,12,10:00,7,20546
7,12,11:00,7,20546
7,12,12:00,5,20546
7,12,13:00,5,20546
7,12,14:00,7,20546
7,12,15:00,0,20546
7,12,16:00,7,20546
7,12,17:00,7,20546
7,12,18:00,3,20546
7,12,19:00,1,20546
7,12,20:00,1,20546
7,12,21:00,7,20546
7,12,22:00,8,20546
7,12,23:00,7,20546
7,13,0:00,7,20752
7,13,1:00,8,20752
7,13,2:00,7,20752
7,13,3:00,7,20752
7,13,4:00,7,20752
7,13,5:00,7,20752
7,13,6:00,7,20752
7,13,7:00,8,20752
7,13,8:00,7,20752
7,13,9:00,8,20752
7,13,10:00,7,20752
7,13,11:00,7,20752
7,13,12:00,3,20752
7,13,13:00,5,20752
7,13,14:00,1,20752
7,13,15:00,7,20752
7,13,16:00,0,20752
7,13,17:00,0,20752
7,13,18:00,5,20752
7,13,19:00,1,20752
7,13,20:00,7,20752
7,13,21:00,7,20752
7,13,22:00,7,20752
7,13,23:00,7,20752
7,14,0:00,7,20965
7,14,1:00,7,20965
7,14,2:00,7,20965
7,14,3:00,7,20965
7,14,4:00,7,20965
7,14,5:00,7,20965
7,14,6:00,5,20965
7,14,7:00,1,20965
7,14,8:00,0,20965
7,14,9:00,3,20965
7,14,10:00,0,20965
7,14,11:00,0,20965
7,14,12:00,0,20965
7,14,13:00,1,20965
7,14,14:00,7,20965
7,14,15:00,7,20965
7,14,16:00,3,20965
7,14,17:00,5,20965
7,14,18:00,3,20965
7,14,19:00,0,20965
7,14,20:00,0,20965
7,14,21:00,1,20965
7,14,22:00,1,20965
7,14,23:00,1,20965
7,15,0:00,0,21184
7,15,1:00,5,21184
7,15,2:00,5,21184
7,15,3:00,5,21184
7,15,4:00,7,21184
7,15,5:00,5,21184
7,15,6:00,7,21184
7,15,7:00,3,21184
7,15,8:00,1,21184
7,15,9:00,3,21184
7,15,10:00,3,21184
7,15,11:00,5,21184
7,15,12:00,5,21184
7,15,13:00,7,21184
7,15,14:00,5,21184
7,15,15:00,7,21184
7,15,16:00,5,21184
7,15,17:00,1,21184
7,15,18:00,3,21184
7,15,19:00,1,21184
7,15,20:00,0,21184
7,15,21:00,1,21184
7,15,22:00,1,21184
7,15,23:00,0,21184
7,16,0:00,0,21409
7,16,1:00,0,21409
7,16,2:00,0,21409
7,16,3:00,0,21409
7,16,4:00,1,21409
7,16,5:00,3,21409
7,16,6:00,3,21409
7,16,7:00,5,21409
7,16,8:00,7,21409
7,16,9:00,7,21409
7,16,10:00,5,21409
7,16,11:00,7,21409
7,16,12:00,5,21409
7,16,13:00,7,21409
7,16,14:00,5,21409
7,16,15:00,7,21409
7,16,16:00,7,21409
7,16,17:00,5,21409
7,16,18:00,7,21409
7,16,19:00,3,21409
7,16,20:00,1,21409
7,16,21:00,0,21409
7,16,22:00,3,21409
7,16,23:00,7,21409
7,17,0:00,5,21640
7,17,1:00,7,21640
7,17,2:00,7,21640
7,17,3:00,8,21640
7,17,4:00,7,21640
7,17,5:00,8,21640
7,17,6:00,7,21640
7,17,7:00,5,21640
7,17,8:00,5,21640
7,17,9:00,3,21640
7,17,10:00,1,21640
7,17,11:00,5,21640
7,17,12:00,5,21640
7,17,13:00,5,21640
7,17,14:00,7,21640
7,17,15:00,7,21640
7,17,16:00,7,21640
7,17,17:00,7,21640
7,17,18:00,7,21640
7,17,19:00,8,21640
7,17,20:00,8,21640
7,17,21:00,8,21640
7,17,22:00,8,21640
7,17,23:00,7,21640
7,18,0:00,8,21877
7,18,1:00,8,21877
7,18,2:00,8,21877
7,18,3:00,5,21877
7,18,4:00,7,21877
7,18,5:00,7,21877
7,18,6:00,7,21877
7,18,7:00,5,21877
7,18,8:00,1,21877
7,18,9:00,5,21877
7,18,10:00,3,21877
7,18,11:00,3,21877
7,18,12:00,0,21877
7,18,13:00,1,21877
7,18,14:00,0,21877
7,18,15:00,0,21877
7,18,16:00,3,21877
7,18,17:00,5,21877
7,18,18:00,7,21877
7,18,19:00,7,21877
7,18,20:00,5,21877
7,18,21:00,7,21877
7,18,22:00,7,21877
7,18,23:00,7,21877
7,19,0:00,7,22119
7,19,1:00,7,22119
7,19,2:00,7,22119
7,19,3:00,7,22119
7,19,4:00,3,22119
7,19,5:00,1,22119
7,19,6:00,0,22119
7,19,7:00,1,22119
7,19,8:00,1,22119
7,19,9:00,0,22119
7,19,10:00,1,22119
7,19,11:00,5,22119
7,19,12:00,5,22119
7,19,13:00,7,22119
7,19,14:00,3,22119
7,19,15:00,7,22119
7,19,16:00,1,22119
7,19,17:00,0,22119
7,19,18:00,0,22119
7,19,19:00,0,22119
7,19,20:00,0,22119
7,19,21:00,0,22119
7,19,22:00,0,22119
7,19,23:00,0,22119
7,20,0:00,0,22367
7,20,1:00,0,22367
7,20,2:00,0,22367
7,20,3:00,0,22367
7,20,4:00,0,22367
7,20,5:00,0,22367
7,20,6:00,0,22367
7,20,7:00,0,22367
7,20,8:00,0,22367
7,20,9:00,1,22367
7,20,10:00,0,22367
7,20,11:00,0,22367
7,20,12:00,0,22367
7,20,13:00,0,22367
7,20,14:00,0,22367
7,20,15:00,0,22367
7,20,16:00,0,22367
7,20,17:00,0,22367
7,20,18:00,0,22367
7,20,19:00,0,22367
7,20,20:00,0,22367
7,20,21:00,0,22367
7,20,22:00,0,22367
7,20,23:00,0,22367
7,21,0:00,0,22619
7,21,1:00,0,22619
7,21,2:00,0,22619
7,21,3:00,0,22619
7,21,4:00,1,22619
7,21,5:00,0,22619
7,21,6:00,0,22619
7,21,7:00,1,22619
7,21,8:00,0,22619
7,21,9:00,0,22619
7,21,10:00,0,22619
7,21,11:00,0,22619
7,21,12:00,0,22619
7,21,13:00,0,22619
7,21,14:00,0,22619
7,21,15:00,0,22619
7,21,16:00,0,22619
7,21,17:00,0,22619
7,21,18:00,0,22619
7,21,19:00,0,22619
7,21,20:00,0,22619
7,21,21:00,0,22619
7,21,22:00,0,22619
7,21,23:00,0,22619
7,22,0:00,0,22876
7,22,1:00,0,22876
7,22,2:00,0,22876
7,22,3:00,0,22876
7,22,4:00,0,22876
7,22,5:00,0,22876
7,22,6:00,0,22876
7,22,7:00,0,22876
7,22,8:00,0,22876
7,22,9:00,0,22876
7,22,10:00,0,22876
7,22,11:00,0,22876
7,22,12:00,0,22876
7,22,13:00,0,22876
7,22,14:00,0,22876
7,22,15:00,0,22876
7,22,16:00,0,22876
7,22,17:00,0,22876
7,22,18:00,0,22876
7,22,19:00,0,22876
7,22,20:00,0,22876
7,22,21:00,0,22876
7,22,22:00,7,22876
7,22,23:00,7,22876
7,23,0:00,-,23137
7,23,1:00,7,23137
7,23,2:00,7,23137
7,23,3:00,7,23137
